burst_threshold_minutes,exclusion_unit,excluded_group,excluded_group_prs,remaining_prs,first_post_burst_state,remaining_state_prs,share_all_prs,share_post_burst_actions
1,product_pair,OpenAI_Codex -> Copilot,3036,5572,other_bot,611,0.1096554199569275,0.16808803301237965
1,product_pair,OpenAI_Codex -> Copilot,3036,5572,branch_movement_untyped,382,0.06855707106963388,0.10508940852819808
1,product_pair,OpenAI_Codex -> Copilot,3036,5572,no_action_within_7d,1937,0.34763101220387654,
1,product_pair,OpenAI_Codex -> Cursor,428,8180,user_account,2338,0.2858190709046455,0.4606896551724138
1,product_pair,OpenAI_Codex -> Cursor,428,8180,mapped_product,1099,0.1343520782396088,0.21655172413793103
1,product_pair,OpenAI_Codex -> Cursor,428,8180,other_bot,1103,0.13484107579462104,0.21733990147783253
1,product_pair,OpenAI_Codex -> Cursor,428,8180,branch_movement_untyped,535,0.06540342298288508,0.10541871921182266
1,product_pair,OpenAI_Codex -> Cursor,428,8180,no_action_within_7d,3105,0.3795843520782396,
1,product_pair,OpenAI_Codex -> Devin,262,8346,user_account,2367,0.28360891445003594,0.45845438698431146
1,product_pair,OpenAI_Codex -> Devin,262,8346,mapped_product,1117,0.13383656841600766,0.21634708502808445
1,product_pair,OpenAI_Codex -> Devin,262,8346,other_bot,1145,0.1371914689671699,0.22177028859190392
1,product_pair,OpenAI_Codex -> Devin,262,8346,branch_movement_untyped,534,0.06398274622573688,0.10342823939570017
1,product_pair,OpenAI_Codex -> Devin,262,8346,no_action_within_7d,3183,0.3813803019410496,
5,product_pair,Claude_Code -> Copilot,991,7617,user_account,2230,0.2927661809111199,0.5323466221055144
5,product_pair,Claude_Code -> Copilot,991,7617,mapped_product,870,0.11421819614021268,0.20768679875865362
5,product_pair,Claude_Code -> Copilot,991,7617,other_bot,675,0.08861756597085467,0.161136309381714
5,product_pair,Claude_Code -> Copilot,991,7617,branch_movement_untyped,414,0.054352107128790864,0.09883026975411793
5,product_pair,Claude_Code -> Copilot,991,7617,no_action_within_7d,3428,0.4500459498490219,
5,product_pair,Claude_Code -> Cursor,241,8367,user_account,2454,0.2932950878451058,0.5353403141361257
5,product_pair,Claude_Code -> Cursor,241,8367,mapped_product,891,0.1064897812836142,0.1943717277486911
5,product_pair,Claude_Code -> Cursor,241,8367,other_bot,730,0.08724752001912274,0.15924956369982549
5,product_pair,Claude_Code -> Cursor,241,8367,branch_movement_untyped,509,0.060834229711963665,0.11103839441535776
5,product_pair,Claude_Code -> Cursor,241,8367,no_action_within_7d,3783,0.45213338114019364,
